Order,ID_code,Country,Agency,Gear,Area,Long_deg,Long_min,Hemisphere,Lat_deg,Lat_min,Set_no,Month,Day,Year,Day_no,Dir_of_fish_movement,Species,Length_TSFT_mm,Whole_body_weight_grams,Scale_no,Freshwater_age,Ocean_age,Age_method,Sex,Egg_Testis_width_mm,Maturity,Stomach_volume,Fish,Squid,Mollusc,Crustaceans,Amphipod,Copepod,Euphausid,Decapod,Mysids,Unidentified,Digested,Bait,Injury,Exam_location
677,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,455,,F03,2,2,Scale,,,Immature,,,,,,,,,,,,,, Unknown_predator_wound,Vessel_fresh
678,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,515,,F04,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
679,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,505,,F05,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
680,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,570,,F06,1,3,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
681,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,500,,F07,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
682,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,495,,F08,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
683,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,520,,F09,,2,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
684,1980FRIG072,USA,FRI,Purse-seine,E7550,179,14,E,50,29,G072,8,3,1980,216,West,Sockeye,510,,F10,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
685,1980FRIG073,USA,FRI,Purse-seine,E7550,179,12,E,50,20,G073,8,3,1980,216,West,Sockeye,380,,B01,1,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
686,1980FRIG073,USA,FRI,Purse-seine,E7550,179,12,E,50,20,G073,8,3,1980,216,West,Sockeye,395,,B02,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
687,1980FRIG073,USA,FRI,Purse-seine,E7550,179,12,E,50,20,G073,8,3,1980,216,West,Sockeye,365,,B03,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
688,1980FRIG073,USA,FRI,Purse-seine,E7550,179,12,E,50,20,G073,8,3,1980,216,West,Sockeye,400,,B04,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
689,1980FRIG073,USA,FRI,Purse-seine,E7550,179,12,E,50,20,G073,8,3,1980,216,West,Sockeye,370,,B05,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
690,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,340,,C01,1,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
691,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,470,,C02,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
692,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Chum,375,,C03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
693,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,365,,C04,1,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
694,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,400,,C05,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
695,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,510,,C06,,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
696,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,475,,C07,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
697,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,355,,C08,1,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
698,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,410,,C09,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
699,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Chum,345,,C10,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
700,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Chum,360,,C11,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
701,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,470,,C12,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
702,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Chum,545,,C13,0,3,Scale,,,Mature,,,,,,,,,,,,,,Net_marks,Vessel_fresh
703,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,580,,C14,1,2,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
704,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,480,,C15,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
705,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,530,,C16,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
706,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,510,,C17,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
707,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,490,,C18,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
708,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,515,,C19,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
709,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,495,,C20,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
710,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,540,,C21,2,2,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
711,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,535,,C,,2,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
712,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,520,,C23,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
713,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,500,,C24,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
714,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,520,,C25,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
715,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,510,,C26,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
716,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,525,,C27,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
717,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,580,,C28,1,2,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
718,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,520,,C29,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
719,1980FRIG074,USA,FRI,Purse-seine,E7550,179,16,E,50,12,G074,8,3,1980,216,West,Sockeye,530,,C30,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
720,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,345,,C,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
721,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,435,,C02,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
722,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,380,,C,,2,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
723,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,410,,C04,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
724,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,400,,C05,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
725,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,410,,C06,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
726,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,445,,C07,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
727,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,415,,C08,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
728,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,445,,C09,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
729,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,465,,C10,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
730,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,435,,C11,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
731,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,410,,C12,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
732,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,450,,C13,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
733,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,430,,C14,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
734,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Sockeye,415,,C15,2,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
735,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chum,440,,C16,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
736,1980FRIL002,USA,FRI,Purse-seine,E7044,170,55,E,45,57,L002,6,21,1980,173,Round_haul,Chinook,725,,C17,,2,Length,,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
737,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Chum,420,,A01,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
738,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Chum,460,,A02,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
739,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Sockeye,420,,A03,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
740,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Chum,405,,A04,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
741,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Sockeye,405,,A05,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
742,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Chum,395,,A06,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
743,1980FRIL003,USA,FRI,Purse-seine,E7044,170,45,E,45,52,L003,6,22,1980,174,Round_haul,Chum,335,,A07,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
744,1980FRIL005,USA,FRI,Purse-seine,E7044,171,39,E,45,26,L005,6,24,1980,176,Round_haul,Chum,420,,B01,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
745,1980FRIL005,USA,FRI,Purse-seine,E7044,171,39,E,45,26,L005,6,24,1980,176,Round_haul,Sockeye,340,,B02,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
746,1980FRIL005,USA,FRI,Purse-seine,E7044,171,39,E,45,26,L005,6,24,1980,176,Round_haul,Chinook,465,,B03,1,2,Scale,,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
747,1980FRIL005,USA,FRI,Purse-seine,E7044,171,39,E,45,26,L005,6,24,1980,176,Round_haul,Chum,425,,B04,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
748,1980FRIL005,USA,FRI,Purse-seine,E7044,171,39,E,45,26,L005,6,24,1980,176,Round_haul,Sockeye,440,,B05,3,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
749,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,445,,C01,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
750,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,315,,C02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
751,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,425,,C03,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
752,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,330,,C04,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
753,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,335,,C05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
754,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,415,,C06,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
755,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,305,,C07,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
756,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,400,,C08,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
757,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,415,,C09,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
758,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,430,,C10,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
759,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,320,,C11,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
760,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,305,,C12,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
761,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,320,,C13,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
762,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,330,,C14,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
763,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,320,,C15,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
764,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,420,,C16,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
765,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,305,,C17,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
766,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,325,,C18,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
767,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,315,,C19,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
768,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Pink,425,,C20,0,1,Scale,,,Mature,,,,,,,,,,,,,, Unknown_predator_wound,Vessel_fresh
769,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,325,,C21,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
770,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,315,,C22,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
771,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,325,,C23,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
772,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,330,,C24,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
773,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,310,,C25,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
774,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,325,,C26,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
775,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,330,,C27,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
776,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,335,,C28,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
777,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,395,,C29,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
778,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,335,,C30,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
779,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,340,,D01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
780,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,325,,D02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
781,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,345,,D03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
782,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,425,,D04,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
783,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,385,,D05,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
784,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,400,,D06,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
785,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,330,,D07,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
786,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,415,,D08,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
787,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chum,300,,D,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
788,1980FRIL007,USA,FRI,Purse-seine,E7044,172,3,E,45,25,L007,6,24,1980,176,Northwest,Chinook,850,,D09,,3,Scale,,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
789,1980FRIL008,USA,FRI,Purse-seine,E7044,172,10,E,45,20,L008,6,24,1980,176,Round_haul,Pink,425,,B01,0,1,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
790,1980FRIL008,USA,FRI,Purse-seine,E7044,172,10,E,45,20,L008,6,24,1980,176,Round_haul,Chum,320,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
791,1980FRIL008,USA,FRI,Purse-seine,E7044,172,10,E,45,20,L008,6,24,1980,176,Round_haul,Chum,320,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
792,1980FRIL008,USA,FRI,Purse-seine,E7044,172,10,E,45,20,L008,6,24,1980,176,Round_haul,Sockeye,435,,B04,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
793,1980FRIL008,USA,FRI,Purse-seine,E7044,172,10,E,45,20,L008,6,24,1980,176,Round_haul,Chum,315,,B05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
794,1980FRIL009,USA,FRI,Purse-seine,E7044,173,16,E,44,38,L009,6,25,1980,177,Round_haul,Chum,345,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
795,1980FRIL009,USA,FRI,Purse-seine,E7044,173,16,E,44,38,L009,6,25,1980,177,Round_haul,Chum,320,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
796,1980FRIL009,USA,FRI,Purse-seine,E7044,173,16,E,44,38,L009,6,25,1980,177,Round_haul,Chum,320,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
797,1980FRIL009,USA,FRI,Purse-seine,E7044,173,16,E,44,38,L009,6,25,1980,177,Round_haul,Chum,340,,B04,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
798,1980FRIL013,USA,FRI,Purse-seine,E7042,173,55,E,43,29,L013,6,26,1980,178,Round_haul,Chum,365,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
799,1980FRIL018,USA,FRI,Purse-seine,W8048,176,51,W,49,14,L018,7,13,1980,195,Northwest,Chum,330,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
800,1980FRIL018,USA,FRI,Purse-seine,W8048,176,51,W,49,14,L018,7,13,1980,195,Northwest,Chum,305,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
801,1980FRIL018,USA,FRI,Purse-seine,W8048,176,51,W,49,14,L018,7,13,1980,195,Northwest,Chum,315,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
802,1980FRIL018,USA,FRI,Purse-seine,W8048,176,51,W,49,14,L018,7,13,1980,195,Northwest,Chum,315,,B04,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
803,1980FRIL018,USA,FRI,Purse-seine,W8048,176,51,W,49,14,L018,7,13,1980,195,Northwest,Chum,320,,B05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
804,1980FRIL021,USA,FRI,Longline,E7544,179,3,E,45,44,L021,7,18,1980,200,,Chum,530,,A01,0,3,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
805,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Sockeye,330,,C01,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
806,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Sockeye,390,,C02,2,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
807,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Chum,300,,C03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
808,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Chum,300,,C04,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
809,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Sockeye,350,,C05,1,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
810,1980FRIL023,USA,FRI,Purse-seine,E7550,177,48,E,51,6,L023,8,1,1980,214,Northwest,Sockeye,495,,C06,1,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
